Building IRN,Building Name,District IRN,District Name,County,Region,Open/Closed Status as of 9/12/2017,School Type,Student Group,Read 3rd Grade 2016-2017 % Proficient or above,Math 3rd Grade 2016-2017 % Proficient or above,Read 4th Grade 2016-2017 % Proficient or above,Math 4th Grade 2016-2017 % Proficient or above,Social Studies 4th Grade 2016-2017 % Proficient or above,Read 5th Grade 2016-2017 % Proficient or above,Math 5th Grade 2016-2017 % Proficient or above,Science 5th Grade 2016-2017 % Proficient or above,Read 6th Grade 2016-2017 % Proficient or above,Math 6th Grade 2016-2017 % Proficient or above,Social Studies 6th Grade 2016-2017 % Proficient or above,Read 7th Grade 2016-2017 % Proficient or above,Math 7th Grade 2016-2017 % Proficient or above,Read 8th Grade 2016-2017 % Proficient or above,Math 8th Grade 2016-2017 % Proficient or above,Science 8th Grade 2016-2017 % Proficient or above,History End of Course 2016-2017 % Proficient or Above,Government End of Course 2016-2017 % Proficient or Above,Physical Science End of Course 2016-2017 % Proficient or Above,English Language Arts I End of Course 2016-2017 % Proficient or Above,English Language Arts II End of Course 2016-2017 % Proficient or Above,Algebra I End of Course 2016-2017 % Proficient or Above,Geometry End of Course 2016-2017 % Proficient or Above,Integrated Math I End of Course 2016-2017 % Proficient or Above,Integrated Math II End of Course 2016-2017 % Proficient or Above,Biology End of Course 2016-2017 % Proficient or Above,Attendance rate 2016-2017,4-Year Longitudinal Graduation Rate - Class of 2016,5-Year Longitudinal Graduation Rate - Class of 2015,Enrollment,% of Total Enrollment,Watermark
024687,Miles School,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,19.4,23.5,2.6,13.9,18.4,25.9,34.6,30.8,15.0,28.6,15.0,25.0,20.0,10.0,20.0,5.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,90.9,NC,NC,423,>95.0,
024687,Miles School,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
024695,Miles Park School,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,20.9,14.0,6.4,2.2,21.7,34.1,9.5,11.9,11.9,4.8,4.8,8.2,8.2,4.2,8.5,10.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.5,NC,NC,519,>95.0,
024695,Miles Park School,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
024703,Michael R. White,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,3.8,7.7,4.3,9.1,9.1,10.0,5.0,5.3,11.1,5.9,16.7,12.5,4.2,6.1,3.1,6.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.6,NC,NC,236,>95.0,
024703,Michael R. White,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
024711,Fairbanks Elementary School,050328,Fairbanks Local,Union,Region 11,Open,Elementary School,Disadvantaged,50.0,66.7,66.7,75.0,>95.0,94.1,82.4,76.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,87,18.8,
024711,Fairbanks Elementary School,050328,Fairbanks Local,Union,Region 11,Open,Elementary School,NonDisadvantaged,77.8,81.9,77.5,93.0,94.4,92.3,90.4,86.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,375,81.2,
024745,Milford Sr High School,045500,Milford Exempted Village,Clermont,Region 13,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,78.1,55.2,NC,60.3,38.8,NC,NC,16.0,24.6,51.7,89.8,94.4,>95.0,355,19.2,
024745,Milford Sr High School,045500,Milford Exempted Village,Clermont,Region 13,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,89.7,79.1,NC,78.2,67.5,NC,NC,44.8,50.9,81.9,>95.0,>95.0,>95.0,1495,80.9,
024752,Milford Junior High School,045500,Milford Exempted Village,Clermont,Region 13,Open,Junior High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,64.8,65.3,41.0,53.4,61.0,NC,NC,NC,NC,NC,NC,NC,81.5,NC,NC,93.8,NC,NC,213,21.0,
024752,Milford Junior High School,045500,Milford Exempted Village,Clermont,Region 13,Open,Junior High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,82.5,78.7,71.8,54.6,87.3,NC,NC,NC,NC,NC,NC,NC,91.4,>95.0,NC,>95.0,NC,NC,803,79.0,
024794,Miller Avenue Elementary School,050278,Garaway Local,Tuscarawas,Region 12,Open,Elementary School,Disadvantaged,63.6,72.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,67,36.8,
024794,Miller Avenue Elementary School,050278,Garaway Local,Tuscarawas,Region 12,Open,Elementary School,NonDisadvantaged,82.4,86.7,76.5,94.1,94.1,71.4,57.1,71.4,71.4,71.4,78.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,115,63.2,
024802,Miller City Elementary School,049361,Miller City-New Cleveland Local,Putnam,Region 1,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,17,7.1,
024802,Miller City Elementary School,049361,Miller City-New Cleveland Local,Putnam,Region 1,Open,Elementary School,NonDisadvantaged,>95.0,>95.0,90.2,>95.0,>95.0,91.9,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,221,92.9,
024810,Miller City High School,049361,Miller City-New Cleveland Local,Putnam,Region 1,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
024810,Miller City High School,049361,Miller City-New Cleveland Local,Putnam,Region 1,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.3,>95.0,NC,86.7,80.0,93.9,76.7,NC,NC,83.3,>95.0,>95.0,>95.0,129,>95.0,
024836,B L Miller Elementary School,048355,Sebring Local,Mahoning,Region 5,Open,Elementary School,Disadvantaged,40.8,61.2,39.5,60.5,68.4,58.5,61.0,43.9,50.0,50.0,36.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,249,>95.0,
024836,B L Miller Elementary School,048355,Sebring Local,Mahoning,Region 5,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,11,4.2,
024851,Miller High School,049064,Southern Local,Perry,Region 16,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,37.8,55.6,45.7,68.1,66.7,53.8,51.7,NC,67.9,45.0,41.7,37.5,NC,NC,71.1,91.9,93.1,83.9,262,>95.0,
024851,Miller High School,049064,Southern Local,Perry,Region 16,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,94.4,NC,NC,
024869,Millersburg Elementary School,047696,West Holmes Local,Holmes,Region 9,Open,Elementary School,Disadvantaged,57.7,61.5,66.7,75.0,85.7,47.4,63.2,47.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,176,47.3,
024869,Millersburg Elementary School,047696,West Holmes Local,Holmes,Region 9,Open,Elementary School,NonDisadvantaged,85.7,91.4,91.9,>95.0,94.6,91.7,79.2,79.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,196,52.7,
024885,Millridge Elementary School,044370,Mayfield City,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,64.0,68.0,80.0,85.0,90.0,73.7,36.8,94.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.8,NC,NC,134,22.2,
024885,Millridge Elementary School,044370,Mayfield City,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,85.1,87.9,87.5,92.6,95.0,87.5,72.1,89.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,469,77.8,
024893,Herbert Mills Elementary School,047001,Reynoldsburg City,Franklin,Region 11,Open,Elementary School,Disadvantaged,62.7,83.1,68.4,54.4,68.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.4,NC,NC,260,67.2,
024893,Herbert Mills Elementary School,047001,Reynoldsburg City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,73.3,86.7,69.6,65.2,81.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,127,32.8,
024901,Mills Elementary School,044743,Sandusky City,Erie,Region 2,Open,Elementary School,Disadvantaged,50.8,40.7,50.0,82.0,86.0,41.9,44.2,44.2,24.5,20.8,37.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.5,NC,NC,404,>95.0,
024901,Mills Elementary School,044743,Sandusky City,Erie,Region 2,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
024919,Mills Lawn Elementary School,045674,Yellow Springs Exempted Village,Greene,Region 10,Open,Elementary School,Disadvantaged,70.0,65.0,85.2,74.1,88.9,81.3,50.0,62.5,72.7,54.5,68.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.9,NC,NC,124,33.3,
024919,Mills Lawn Elementary School,045674,Yellow Springs Exempted Village,Greene,Region 10,Open,Elementary School,NonDisadvantaged,>95.0,>95.0,92.7,>95.0,92.7,93.1,82.8,89.7,80.6,63.9,88.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,248,66.7,
024927,Ethel M. Taylor Academy,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,Disadvantaged,47.1,47.1,22.6,25.8,25.8,44.8,27.6,48.3,22.2,0.0,10.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,307,>95.0,
024927,Ethel M. Taylor Academy,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
024976,Milton-Union Middle School,045518,Milton-Union Exempted Village,Miami,Region 10,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,54.9,64.6,62.7,55.0,75.6,34.0,40.0,69.8,NC,NC,NC,NC,NC,78.6,NC,NC,NC,NC,92.0,NC,NC,149,39.8,
024976,Milton-Union Middle School,045518,Milton-Union Exempted Village,Miami,Region 10,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,81.7,87.9,92.9,67.5,68.1,58.9,47.1,85.1,NC,NC,NC,NC,NC,87.8,NC,NC,NC,NC,94.2,NC,NC,225,60.2,
024984,Milton-Union High School,045518,Milton-Union Exempted Village,Miami,Region 10,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,81.8,64.9,NC,58.7,42.3,30.4,39.1,NC,NC,60.4,89.9,>95.0,93.8,142,36.4,
024984,Milton-Union High School,045518,Milton-Union Exempted Village,Miami,Region 10,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,86.7,86.2,NC,75.0,59.3,26.7,35.7,NC,NC,73.7,94.6,>95.0,>95.0,249,63.8,
024992,Milton-Union Elementary School,045518,Milton-Union Exempted Village,Miami,Region 10,Open,Elementary School,Disadvantaged,79.2,78.7,87.2,81.6,>95.0,46.5,58.1,62.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.9,NC,NC,314,48.6,
024992,Milton-Union Elementary School,045518,Milton-Union Exempted Village,Miami,Region 10,Open,Elementary School,NonDisadvantaged,79.7,88.9,88.6,>95.0,>95.0,71.4,85.7,88.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,332,51.4,
025007,Tuscarawas Valley Primary,050302,Tuscarawas Valley Local,Tuscarawas,Region 12,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,61,27.7,
025007,Tuscarawas Valley Primary,050302,Tuscarawas Valley Local,Tuscarawas,Region 12,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,158,71.8,
025023,Mineral Ridge High School,050252,Weathersfield Local,Trumbull,Region 5,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,46.2,46.2,51.2,70.6,75.0,86.5,64.9,NC,50.0,75.0,64.1,40.0,NC,NC,73.2,92.6,91.9,>95.0,181,42.7,
025023,Mineral Ridge High School,050252,Weathersfield Local,Trumbull,Region 5,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,71.4,69.4,58.6,73.3,86.2,93.5,85.7,NC,72.9,82.6,75.0,66.0,NC,NC,84.1,94.6,>95.0,90.9,243,57.3,
025031,Minerva Middle School,049890,Minerva Local,Stark,Region 9,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,55.4,71.6,59.5,43.4,44.3,43.2,69.0,68.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.0,NC,NC,242,54.3,
025031,Minerva Middle School,049890,Minerva Local,Stark,Region 9,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,63.2,76.5,66.2,65.1,66.7,51.5,87.8,86.4,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,203,45.5,
025056,Minerva High School,049890,Minerva Local,Stark,Region 9,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,69.9,55.4,NC,50.5,57.0,38.0,32.9,NC,NC,65.8,93.0,92.5,88.9,190,39.2,
025056,Minerva High School,049890,Minerva Local,Stark,Region 9,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,85.6,74.6,NC,64.1,74.8,48.9,34.5,NC,NC,76.8,94.9,93.8,>95.0,295,60.8,
025064,Mines Elementary School,050161,Howland Local,Trumbull,Region 5,Open,Elementary School,Disadvantaged,62.2,74.1,63.2,75.9,87.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.0,NC,NC,177,42.9,
025064,Mines Elementary School,050161,Howland Local,Trumbull,Region 5,Open,Elementary School,NonDisadvantaged,80.2,85.3,81.4,92.3,94.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,237,57.4,
025072,Minford Primary Elementary School,049627,Minford Local,Scioto,Region 15,Open,Elementary School,Disadvantaged,45.8,56.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,229,50.1,
025072,Minford Primary Elementary School,049627,Minford Local,Scioto,Region 15,Open,Elementary School,NonDisadvantaged,80.0,83.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,229,50.1,
025080,Minford High School,049627,Minford Local,Scioto,Region 15,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,65.6,73.9,NC,45.3,40.0,24.0,32.4,NC,NC,53.1,91.9,90.5,92.1,132,37.0,
025080,Minford High School,049627,Minford Local,Scioto,Region 15,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,87.3,83.3,NC,78.8,71.6,31.9,64.4,NC,NC,85.0,94.7,94.9,>95.0,224,62.7,
025098,Indian Creek Middle School Grades 7 & 8,047803,Indian Creek Local,Jefferson,Region 12,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,50.0,33.9,54.5,59.3,54.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,89.8,NC,NC,138,44.7,
025098,Indian Creek Middle School Grades 7 & 8,047803,Indian Creek Local,Jefferson,Region 12,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,75.3,72.8,76.5,82.5,80.0,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,92.8,NC,NC,171,55.3,
025114,Minster Jr/Sr High School,045948,Minster Local,Auglaize,Region 6,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,70.0,80.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,31,7.7,
025114,Minster Jr/Sr High School,045948,Minster Local,Auglaize,Region 6,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,82.5,89.5,69.7,40.0,91.0,92.9,94.9,NC,88.7,88.5,90.0,86.6,NC,NC,94.6,>95.0,>95.0,>95.0,372,92.3,
025122,Mississinawa Valley JR/SR High School,046672,Mississinawa Valley Local,Darke,Region 10,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,46.2,44.0,60.9,61.1,73.9,61.5,63.3,NC,59.3,42.9,44.4,23.8,NC,NC,55.6,95.0,92.9,91.7,118,49.4,
025122,Mississinawa Valley JR/SR High School,046672,Mississinawa Valley Local,Darke,Region 10,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,81.3,75.0,56.5,53.8,78.3,88.9,75.0,NC,72.0,67.9,65.2,55.0,NC,NC,87.5,>95.0,>95.0,>95.0,121,50.6,
025130,Tuslaw Middle School,049957,Tuslaw Local,Stark,Region 9,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,91.7,>95.0,>95.0,60.0,85.0,57.5,55.3,55.3,33.3,44.8,63.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.6,NC,NC,148,31.6,
025130,Tuslaw Middle School,049957,Tuslaw Local,Stark,Region 9,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,81.7,>95.0,93.3,59.5,81.8,65.8,79.1,79.5,70.0,65.2,83.5,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,321,68.4,
025148,Mogadore High School,050039,Mogadore Local,Summit,Region 8,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,81.3,NC,NC,63.2,73.3,68.4,73.3,NC,NC,58.8,94.3,92.3,92.0,53,21.4,
025148,Mogadore High School,050039,Mogadore Local,Summit,Region 8,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,81.6,67.3,NC,86.0,70.7,75.5,67.3,NC,NC,71.4,>95.0,94.6,>95.0,195,78.6,
025155,Mohawk High School,050740,Mohawk Local,Wyandot,Region 7,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,50.0,56.3,41.2,84.6,70.6,61.1,78.9,NC,56.3,30.4,32.1,33.3,NC,NC,50.0,94.8,90.0,88.2,100,26.4,
025155,Mohawk High School,050740,Mohawk Local,Wyandot,Region 7,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,65.9,79.1,69.8,78.1,75.5,89.6,82.8,NC,65.2,69.5,46.3,68.0,NC,NC,71.2,>95.0,>95.0,91.1,279,73.6,
025163,Columbus Africentric Early College Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,Disadvantaged,34.8,23.9,33.3,27.3,34.4,58.6,6.7,17.2,13.6,0.0,4.3,25.6,14.3,20.4,14.0,23.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.0,NC,NC,379,>95.0,
025163,Columbus Africentric Early College Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
025171,Moler Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,Disadvantaged,24.2,25.0,15.4,11.8,19.6,19.6,22.2,24.4,23.9,45.7,24.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,88.7,NC,NC,445,>95.0,
025171,Moler Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
025189,Monac Elementary School,048231,Washington Local,Lucas,Region 1,Open,Elementary School,Disadvantaged,56.8,66.7,69.7,87.9,90.9,77.8,55.6,86.1,52.5,40.0,75.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,267,53.0,
025189,Monac Elementary School,048231,Washington Local,Lucas,Region 1,Open,Elementary School,NonDisadvantaged,76.9,82.1,65.5,82.8,75.9,78.8,66.7,84.8,73.1,50.0,80.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,236,46.8,
025197,Monclova Elementary School,048207,Anthony Wayne Local,Lucas,Region 1,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.6,NC,NC,36,7.3,
025197,Monclova Elementary School,048207,Anthony Wayne Local,Lucas,Region 1,Open,Elementary School,NonDisadvantaged,85.9,89.1,85.3,87.6,>95.0,NC,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,458,92.9,
025205,Monfort Heights Elementary School,047365,Northwest Local,Hamilton,Region 13,Open,Elementary School,Disadvantaged,54.8,66.7,40.8,59.2,77.6,68.3,63.4,63.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,245,40.0,
025205,Monfort Heights Elementary School,047365,Northwest Local,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,72.1,86.8,76.7,86.3,93.2,72.7,71.2,80.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,368,60.0,
025221,Monroe Primary School,139303,Monroe Local,Butler,Region 13,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.3,NC,NC,132,28.0,
025221,Monroe Primary School,139303,Monroe Local,Butler,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,340,72.0,
025247,National Trail Middle School,049270,National Trail Local,Preble,Region 10,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,65.7,55.9,91.2,48.8,67.4,65.1,52.5,47.5,31.0,64.5,73.8,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,94.3,NC,NC,166,50.3,
025247,National Trail Middle School,049270,National Trail Local,Preble,Region 10,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,80.0,76.7,90.0,78.7,76.6,80.9,70.7,65.9,45.8,74.3,81.3,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,164,49.7,
025270,Monroe Elementary School,048264,Jonathan Alder Local,Madison,Region 11,Open,Elementary School,Disadvantaged,60.0,55.0,23.1,76.9,46.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.6,NC,NC,124,53.2,
025270,Monroe Elementary School,048264,Jonathan Alder Local,Madison,Region 11,Open,Elementary School,NonDisadvantaged,68.4,68.4,91.3,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,109,46.8,
025296,Monroe Elementary School,045559,New Richmond Exempted Village,Clermont,Region 13,Open,Elementary School,Disadvantaged,66.7,60.6,57.1,46.4,60.7,78.9,57.9,68.4,66.7,61.9,52.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.6,NC,NC,199,43.3,
025296,Monroe Elementary School,045559,New Richmond Exempted Village,Clermont,Region 13,Open,Elementary School,NonDisadvantaged,83.3,83.3,81.8,81.8,>95.0,76.9,69.2,74.4,67.7,74.2,83.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,261,56.7,
